quote_date,region,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge,regionDesc,country,mergeregion
202103,10,610231,134.25,156,120,112.5,398,01/03/2021,01/03/2021,100972,2021,3,1,matched (3),North,England,matched (3)
201012,10,610231,96.75546,128,90.48,65,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),North,England,matched (3)
201705,10,610231,122.6667,168,110,90,352,01/05/2017,01/05/2017,117233,2017,5,2,matched (3),North,England,matched (3)
202011,10,610231,120.5,156,110,85,394,01/11/2020,01/11/2020,82553,2020,11,4,matched (3),North,England,matched (3)
202106,10,610231,135.5,156,120,115,401,01/06/2021,01/06/2021,109408,2021,6,2,matched (3),North,England,matched (3)
200510,10,610231,59.91667,69.33,60,50,213,01/10/2005,01/10/2005,108500,2005,10,4,matched (3),North,England,matched (3)
200807,10,610231,95.27,130,88.13,60,246,01/07/2008,01/07/2008,102214,2008,7,3,matched (3),North,England,matched (3)
200512,10,610231,58.08667,69.33,63.045,45,215,01/12/2005,01/12/2005,109077,2005,12,4,matched (3),North,England,matched (3)
201209,10,610231,109.7758,138,106.5,75.975,296,01/09/2012,01/09/2012,113529,2012,9,3,matched (3),North,England,matched (3)
202105,10,610231,135.5,156,120,115,400,01/05/2021,01/05/2021,95210,2021,5,2,matched (3),North,England,matched (3)
201707,10,610231,122.6667,168,110,90,354,01/07/2017,01/07/2017,117692,2017,7,3,matched (3),North,England,matched (3)
201203,10,610231,112.6645,156,110.4,80,290,01/03/2012,01/03/2012,112591,2012,3,1,matched (3),North,England,matched (3)
201602,10,610231,115.39,110,109.95,99,337,01/02/2016,01/02/2016,111438,2016,2,1,matched (3),North,England,matched (3)
201507,10,610231,125.4,130,120,110,330,01/07/2015,01/07/2015,114886,2015,7,3,matched (3),North,England,matched (3)
200702,10,610231,66.6575,94.005,59.375,40,229,01/02/2007,01/02/2007,94993,2007,2,1,matched (3),North,England,matched (3)
200712,10,610231,82.095,114.565,79.315,50,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),North,England,matched (3)
202201,10,610231,156,204,144,120,408,01/01/2022,01/01/2022,123655,2022,1,1,matched (3),North,England,matched (3)
201305,10,610231,107.1583,130,102.5,79.95,304,01/05/2013,01/05/2013,112460,2013,5,2,matched (3),North,England,matched (3)
202104,10,610231,135.5,156,120,115,399,01/04/2021,01/04/2021,102092,2021,4,2,matched (3),North,England,matched (3)
202005,10,610231,70,70,70,70,388,01/05/2020,01/05/2020,85259,2020,5,2,matched (3),North,England,matched (3)
201308,10,610231,107.1583,130,102.5,79.95,307,01/08/2013,01/08/2013,111818,2013,8,3,matched (3),North,England,matched (3)
201001,10,610231,99.29889,128,88.13,80,264,01/01/2010,01/01/2010,101545,2010,1,1,matched (3),North,England,matched (3)
201508,10,610231,125.4,130,120,110,331,01/08/2015,01/08/2015,115736,2015,8,3,matched (3),North,England,matched (3)
202004,10,610231,119,168,119,70,387,01/04/2020,01/04/2020,74251,2020,4,2,matched (3),North,England,matched (3)
201604,10,610231,120.79,126,110,109.95,339,01/04/2016,01/04/2016,116360,2016,4,2,matched (3),North,England,matched (3)
200810,10,610231,95.27,130,88.13,60,249,01/10/2008,01/10/2008,103994,2008,10,4,matched (3),North,England,matched (3)
202205,10,610231,204,204,204,204,412,01/05/2022,01/05/2022,127155,2022,5,2,matched (3),North,England,matched (3)
201701,10,610231,136,168,130,110,348,01/01/2017,01/01/2017,115625,2017,1,1,matched (3),North,England,matched (3)
202203,10,610231,174,204,174,144,410,01/03/2022,01/03/2022,125713,2022,3,1,matched (3),North,England,matched (3)
200605,10,610231,67.85778,75,58.75,50,220,01/05/2006,01/05/2006,109228,2006,5,2,matched (3),North,England,matched (3)
200801,10,610231,82.76556,111.63,88.13,60,240,01/01/2008,01/01/2008,102691,2008,1,1,matched (3),North,England,matched (3)
201910,10,610231,107.25,120,110,94.5,381,01/10/2019,01/10/2019,127514,2019,10,4,matched (3),North,England,matched (3)
200508,10,610231,59.00222,69.33,60,50,211,01/08/2005,01/08/2005,111794,2005,8,3,matched (3),North,England,matched (3)
200610,10,610231,67.513,99.88,57.875,50,225,01/10/2006,01/10/2006,106345,2006,10,4,matched (3),North,England,matched (3)
202002,10,610231,123.25,149,127.5,97.5,385,01/02/2020,01/02/2020,126570,2020,2,1,matched (3),North,England,matched (3)
201601,10,610231,129.25,154,125,104.5,336,01/01/2016,01/01/2016,115217,2016,1,1,matched (3),North,England,matched (3)
201401,10,610231,110.825,130,107.5,79.95,312,01/01/2014,01/01/2014,113219,2014,1,1,matched (3),North,England,matched (3)
201510,10,610231,126.75,149,120,104.5,333,01/10/2015,01/10/2015,114195,2015,10,4,matched (3),North,England,matched (3)
201503,10,610231,125.4,130,120,110,326,01/03/2015,01/03/2015,113759,2015,3,1,matched (3),North,England,matched (3)
202007,10,610231,95,120,95,70,390,01/07/2020,01/07/2020,102371,2020,7,3,matched (3),North,England,matched (3)
201205,10,610231,110.0758,139,107.5,76,292,01/05/2012,01/05/2012,112977,2012,5,2,matched (3),North,England,matched (3)
201303,10,610231,106.7071,130,110,79.95,302,01/03/2013,01/03/2013,112073,2013,3,1,matched (3),North,England,matched (3)
201408,10,610231,110.99,130,105,79.95,319,01/08/2014,01/08/2014,111493,2014,8,3,matched (3),North,England,matched (3)
201002,10,610231,89.52364,122,80,65,265,01/02/2010,01/02/2010,97889,2010,2,1,matched (3),North,England,matched (3)
200901,10,610231,90.91714,130,86.25,48.94,252,01/01/2009,01/01/2009,98184,2009,1,1,matched (3),North,England,matched (3)
201007,10,610231,96.35917,125,85.24001,67.5,270,01/07/2010,01/07/2010,107229,2010,7,3,matched (3),North,England,matched (3)
201205,11,610231,117.1209,130,120,100,292,01/05/2012,01/05/2012,112977,2012,5,2,matched (3),Wales,Wales,matched (3)
201311,11,610231,103.1583,135,108,69.95,310,01/11/2013,01/11/2013,111887,2013,11,4,matched (3),Wales,Wales,matched (3)
201306,11,610231,107.25,139.5,115.5,75,305,01/06/2013,01/06/2013,113182,2013,6,2,matched (3),Wales,Wales,matched (3)
201903,11,610231,146.325,200,144,120,374,01/03/2019,01/03/2019,127885,2019,3,1,matched (3),Wales,Wales,matched (3)
201404,11,610231,112.1583,144,127.5,69.95,315,01/04/2014,01/04/2014,110845,2014,4,2,matched (3),Wales,Wales,matched (3)
200603,11,610231,72.35091,95,65.8,58.75,218,01/03/2006,01/03/2006,103882,2006,3,1,matched (3),Wales,Wales,matched (3)
201710,11,610231,132.9357,200,120,75,357,01/10/2017,01/10/2017,116488,2017,10,4,matched (3),Wales,Wales,matched (3)
201304,11,610231,102.4,120,110,84,303,01/04/2013,01/04/2013,111932,2013,4,2,matched (3),Wales,Wales,matched (3)
201803,11,610231,149.5743,200,144,120,362,01/03/2018,01/03/2018,125211,2018,3,1,matched (3),Wales,Wales,matched (3)
200406,11,610231,73.23444,99.99,85,47,197,01/06/2004,01/06/2004,107774,2004,6,2,matched (3),Wales,Wales,matched (3)
201612,11,610231,132.6733,220,120,75,347,01/12/2016,01/12/2016,115774,2016,12,4,matched (3),Wales,Wales,matched (3)
200809,11,610231,106.1,149.99,90,70.5,248,01/09/2008,01/09/2008,102828,2008,9,3,matched (3),Wales,Wales,matched (3)
202102,11,610231,140.6875,191.4,148.9,89.975,397,01/02/2021,01/02/2021,98049,2021,2,1,matched (3),Wales,Wales,matched (3)
201305,11,610231,113.25,139.5,127.5,87,304,01/05/2013,01/05/2013,112460,2013,5,2,matched (3),Wales,Wales,matched (3)
201109,11,610231,110.6983,120.665,120,94.725,284,01/09/2011,01/09/2011,112468,2011,9,3,matched (3),Wales,Wales,matched (3)
201910,11,610231,146.325,200,144,120,381,01/10/2019,01/10/2019,127514,2019,10,4,matched (3),Wales,Wales,matched (3)
201809,11,610231,142.325,200,132,120,368,01/09/2018,01/09/2018,124265,2018,9,3,matched (3),Wales,Wales,matched (3)
201106,11,610231,108.865,120,118.8,94.725,281,01/06/2011,01/06/2011,110923,2011,6,2,matched (3),Wales,Wales,matched (3)
201212,11,610231,113.9017,125.665,115,99.745,299,01/12/2012,01/12/2012,112522,2012,12,4,matched (3),Wales,Wales,matched (3)
200710,11,610231,97.89111,105.75,85,70.5,237,01/10/2007,01/10/2007,105114,2007,10,4,matched (3),Wales,Wales,matched (3)
200612,11,610231,86.037,105.75,82.5,61.69,227,01/12/2006,01/12/2006,107974,2006,12,4,matched (3),Wales,Wales,matched (3)
201406,11,610231,112.1583,144,127.5,69.95,317,01/06/2014,01/06/2014,112673,2014,6,2,matched (3),Wales,Wales,matched (3)
200705,11,610231,88.794,98,80,61.69,232,01/05/2007,01/05/2007,102992,2007,5,2,matched (3),Wales,Wales,matched (3)
200510,11,610231,85.235,119.99,81.565,58.75,213,01/10/2005,01/10/2005,108500,2005,10,4,matched (3),Wales,Wales,matched (3)
201701,11,610231,134.335,220,120,75,348,01/01/2017,01/01/2017,115625,2017,1,1,matched (3),Wales,Wales,matched (3)
201308,11,610231,99.79,135,96,69.95,307,01/08/2013,01/08/2013,111818,2013,8,3,matched (3),Wales,Wales,matched (3)
201501,11,610231,107.1583,135,120,69.95,324,01/01/2015,01/01/2015,112492,2015,1,1,matched (3),Wales,Wales,matched (3)
202011,11,610231,140.6875,191.4,148.9,89.975,394,01/11/2020,01/11/2020,82553,2020,11,4,matched (3),Wales,Wales,matched (3)
200701,11,610231,84.042,98,72.5,61.69,228,01/01/2007,01/01/2007,94734,2007,1,1,matched (3),Wales,Wales,matched (3)
200707,11,610231,90.33546,105.75,85,61.69,234,01/07/2007,01/07/2007,103584,2007,7,3,matched (3),Wales,Wales,matched (3)
200509,11,610231,81.736,100,81.565,58.75,212,01/09/2005,01/09/2005,111426,2005,9,3,matched (3),Wales,Wales,matched (3)
200407,11,610231,73.23444,99.99,85,47,198,01/07/2004,01/07/2004,106865,2004,7,3,matched (3),Wales,Wales,matched (3)
200508,11,610231,83.91909,105.75,88.13,58.75,211,01/08/2005,01/08/2005,111794,2005,8,3,matched (3),Wales,Wales,matched (3)
201810,11,610231,142.325,200,132,120,369,01/10/2018,01/10/2018,124191,2018,10,4,matched (3),Wales,Wales,matched (3)
201806,11,610231,141.5,200,132,120,365,01/06/2018,01/06/2018,126695,2018,6,2,matched (3),Wales,Wales,matched (3)
200708,11,610231,91.13637,105.75,85,70,235,01/08/2007,01/08/2007,103198,2007,8,3,matched (3),Wales,Wales,matched (3)
201203,11,610231,115.2527,130,120,99.45,290,01/03/2012,01/03/2012,112591,2012,3,1,matched (3),Wales,Wales,matched (3)
201609,11,610231,117.5067,220,97.5,29,344,01/09/2016,01/09/2016,114318,2016,9,3,matched (3),Wales,Wales,matched (3)
200909,11,610231,105.7364,138,101.9,85,260,01/09/2009,01/09/2009,102020,2009,9,3,matched (3),Wales,Wales,matched (3)
201508,11,610231,140.4286,229,120,120,331,01/08/2015,01/08/2015,115736,2015,8,3,matched (3),Wales,Wales,matched (3)
201105,11,610231,112.438,121.33,118.8,90,280,01/05/2011,01/05/2011,110905,2011,5,2,matched (3),Wales,Wales,matched (3)
201005,11,610231,99.644,118.38,100.915,82.25,268,01/05/2010,01/05/2010,105655,2010,5,2,matched (3),Wales,Wales,matched (3)
201107,11,610231,110.58,120,120,99.45,282,01/07/2011,01/07/2011,110938,2011,7,3,matched (3),Wales,Wales,matched (3)
201004,11,610231,102.483,141,100.915,80.5,267,01/04/2010,01/04/2010,104566,2010,4,2,matched (3),Wales,Wales,matched (3)
200410,11,610231,76.4525,96.56,80,52.875,201,01/10/2004,01/10/2004,105471,2004,10,4,matched (3),Wales,Wales,matched (3)
201403,11,610231,112.1583,144,127.5,69.95,314,01/03/2014,01/03/2014,111378,2014,3,1,matched (3),Wales,Wales,matched (3)
201705,11,610231,133.8157,200,120,75,352,01/05/2017,01/05/2017,117233,2017,5,2,matched (3),Wales,Wales,matched (3)
201411,11,610231,104.59,135,120,69.95,322,01/11/2014,01/11/2014,111793,2014,11,4,matched (3),Wales,Wales,matched (3)
200610,11,610231,84.08909,105.75,75,60,225,01/10/2006,01/10/2006,106345,2006,10,4,matched (3),Wales,Wales,matched (3)
201002,11,610231,107.9944,141,104.45,90,265,01/02/2010,01/02/2010,97889,2010,2,1,matched (3),Wales,Wales,matched (3)
201110,11,610231,110.6983,120.665,120,94.725,285,01/10/2011,01/10/2011,112689,2011,10,4,matched (3),Wales,Wales,matched (3)
200711,11,610231,91.60201,105.75,80,70,238,01/11/2007,01/11/2007,107436,2007,11,4,matched (3),Wales,Wales,matched (3)
202104,11,610231,140.6875,191.4,148.9,89.975,399,01/04/2021,01/04/2021,102092,2021,4,2,matched (3),Wales,Wales,matched (3)
202109,11,610231,117.5833,172.8,125,54.95,404,01/09/2021,01/09/2021,122686,2021,9,3,matched (3),Wales,Wales,matched (3)
200801,11,610231,104.467,149.99,92,70.5,240,01/01/2008,01/01/2008,102691,2008,1,1,matched (3),Wales,Wales,matched (3)
201906,11,610231,151.325,200,144,120,377,01/06/2019,01/06/2019,129075,2019,6,2,matched (3),Wales,Wales,matched (3)
201001,11,610231,118.7809,148.52,115.15,90,264,01/01/2010,01/01/2010,101545,2010,1,1,matched (3),Wales,Wales,matched (3)
200609,11,610231,83.18,105.75,75,60,224,01/09/2006,01/09/2006,105598,2006,9,3,matched (3),Wales,Wales,matched (3)
201410,11,610231,104.59,135,120,69.95,321,01/10/2014,01/10/2014,111105,2014,10,4,matched (3),Wales,Wales,matched (3)
201012,11,610231,103.045,119.19,106.265,86.125,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),Wales,Wales,matched (3)
201703,11,610231,154.1767,220,132,120,350,01/03/2017,01/03/2017,115516,2017,3,1,matched (3),Wales,Wales,matched (3)
201207,11,610231,115.6517,127.5,120,99.745,294,01/07/2012,01/07/2012,112979,2012,7,3,matched (3),Wales,Wales,matched (3)
200512,11,610231,80.81667,95,75,58.75,215,01/12/2005,01/12/2005,109077,2005,12,4,matched (3),Wales,Wales,matched (3)
202203,11,610231,116.375,172.8,116.375,59.95,410,01/03/2022,01/03/2022,125713,2022,3,1,matched (3),Wales,Wales,matched (3)
200402,11,610231,77.45667,99.99,85,58.75,193,01/02/2004,01/02/2004,103439,2004,2,1,matched (3),Wales,Wales,matched (3)
200504,11,610231,86.82818,105.75,85,70.49,207,01/04/2005,01/04/2005,112133,2005,4,2,matched (3),Wales,Wales,matched (3)
201502,11,610231,140.1843,213.29,135,120,325,01/02/2015,01/02/2015,110362,2015,2,1,matched (3),Wales,Wales,matched (3)
202108,11,610231,117.5833,172.8,125,54.95,403,01/08/2021,01/08/2021,123477,2021,8,3,matched (3),Wales,Wales,matched (3)
200411,11,610231,76.4525,96.56,80,52.875,202,01/11/2004,01/11/2004,106502,2004,11,4,matched (3),Wales,Wales,matched (3)
201208,11,610231,115.1517,127.5,120,99.745,295,01/08/2012,01/08/2012,113779,2012,8,3,matched (3),Wales,Wales,matched (3)
200902,11,610231,111.88,144.9,103.9,90,253,01/02/2009,01/02/2009,91764,2009,2,1,matched (3),Wales,Wales,matched (3)
200404,11,610231,74.411,99.99,85,47,195,01/04/2004,01/04/2004,105509,2004,4,2,matched (3),Wales,Wales,matched (3)
200602,11,610231,71.44182,95,65.8,50,217,01/02/2006,01/02/2006,100465,2006,2,1,matched (3),Wales,Wales,matched (3)
201505,11,610231,140.4286,229,120,120,328,01/05/2015,01/05/2015,116093,2015,5,2,matched (3),Wales,Wales,matched (3)
202003,11,610231,140.4575,183.94,155.94,96.975,386,01/03/2020,01/03/2020,118933,2020,3,1,matched (3),Wales,Wales,matched (3)
200611,11,610231,84.62454,105.75,75,61.69,226,01/11/2006,01/11/2006,107067,2006,11,4,matched (3),Wales,Wales,matched (3)
202111,11,610231,120.9167,172.8,135,54.95,406,01/11/2021,01/11/2021,123532,2021,11,4,matched (3),Wales,Wales,matched (3)
201412,11,610231,107.1583,135,120,69.95,323,01/12/2014,01/12/2014,111959,2014,12,4,matched (3),Wales,Wales,matched (3)
201802,11,610231,149.5743,200,144,120,361,01/02/2018,01/02/2018,122581,2018,2,1,matched (3),Wales,Wales,matched (3)
201909,11,610231,146.325,200,144,120,380,01/09/2019,01/09/2019,127702,2019,9,3,matched (3),Wales,Wales,matched (3)
201301,11,610231,117.733,140,120,110,300,01/01/2013,01/01/2013,112470,2013,1,1,matched (3),Wales,Wales,matched (3)
201211,11,610231,113.9017,125.665,115,99.745,298,01/11/2012,01/11/2012,112322,2012,11,4,matched (3),Wales,Wales,matched (3)
200605,11,610231,71.80333,76,65.8,58.75,220,01/05/2006,01/05/2006,109228,2006,5,2,matched (3),Wales,Wales,matched (3)
201201,11,610231,111.838,129.6,120,99.45,288,01/01/2012,01/01/2012,112915,2012,1,1,matched (3),Wales,Wales,matched (3)
200810,11,610231,107.0091,159.99,90,70.5,249,01/10/2008,01/10/2008,103994,2008,10,4,matched (3),Wales,Wales,matched (3)
200907,11,610231,110.7758,141.45,107.35,90,258,01/07/2009,01/07/2009,100430,2009,7,3,matched (3),Wales,Wales,matched (3)
202010,11,610231,140.6875,191.4,148.9,89.975,393,01/10/2020,01/10/2020,116826,2020,10,4,matched (3),Wales,Wales,matched (3)
200712,11,610231,98.12727,149.99,75,68.73,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),Wales,Wales,matched (3)
201312,11,610231,103.1583,135,108,69.95,311,01/12/2013,01/12/2013,112786,2013,12,4,matched (3),Wales,Wales,matched (3)
201210,11,610231,113.9017,125.665,115,99.745,297,01/10/2012,01/10/2012,113193,2012,10,4,matched (3),Wales,Wales,matched (3)
200903,11,610231,109.775,142.95,103.9,90,254,01/03/2009,01/03/2009,97144,2009,3,1,matched (3),Wales,Wales,matched (3)
201603,11,610231,120.32,228.29,120,29,338,01/03/2016,01/03/2016,114522,2016,3,1,matched (3),Wales,Wales,matched (3)
202008,11,610231,129.9833,210,125,54.95,391,01/08/2020,01/08/2020,112987,2020,8,3,matched (3),Wales,Wales,matched (3)
201708,11,610231,133.8171,200,120,75,355,01/08/2017,01/08/2017,117018,2017,8,3,matched (3),Wales,Wales,matched (3)
200908,11,610231,105.7364,138,101.9,85,259,01/08/2009,01/08/2009,101010,2009,8,3,matched (3),Wales,Wales,matched (3)
200904,11,610231,109.3658,141.45,103.9,89.045,255,01/04/2009,01/04/2009,99211,2009,4,2,matched (3),Wales,Wales,matched (3)
201711,11,610231,132.9357,200,120,75,358,01/11/2017,01/11/2017,116285,2017,11,4,matched (3),Wales,Wales,matched (3)
200408,11,610231,80.73333,99.99,88.13,58.75,199,01/08/2004,01/08/2004,105050,2004,8,3,matched (3),Wales,Wales,matched (3)
200702,11,610231,83.22,98,75,61.69,229,01/02/2007,01/02/2007,94993,2007,2,1,matched (3),Wales,Wales,matched (3)
201606,11,610231,117.6057,219.29,120,29,341,01/06/2016,01/06/2016,114788,2016,6,2,matched (3),Wales,Wales,matched (3)
200901,11,610231,101.521,141,90,78.79,252,01/01/2009,01/01/2009,98184,2009,1,1,matched (3),Wales,Wales,matched (3)
202202,11,610231,113.875,172.8,113.875,54.95,409,01/02/2022,01/02/2022,121928,2022,2,1,matched (3),Wales,Wales,matched (3)
200804,11,610231,103.6755,149.99,90,70.5,243,01/04/2008,01/04/2008,99887,2008,4,2,matched (3),Wales,Wales,matched (3)
202204,11,610231,116.375,172.8,116.375,59.95,411,01/04/2022,01/04/2022,127157,2022,4,2,matched (3),Wales,Wales,matched (3)
200912,11,610231,110.3592,141.45,107.35,87.5,263,01/12/2009,01/12/2009,105319,2009,12,4,matched (3),Wales,Wales,matched (3)
200709,11,610231,82.84889,98,75,70,236,01/09/2007,01/09/2007,103769,2007,9,3,matched (3),Wales,Wales,matched (3)
201812,11,610231,146.79,200,144,120,371,01/12/2018,01/12/2018,125381,2018,12,4,matched (3),Wales,Wales,matched (3)
200505,11,610231,85.712,105.75,86.565,58.75,208,01/05/2005,01/05/2005,111815,2005,5,2,matched (3),Wales,Wales,matched (3)
200606,11,610231,71.80333,76,65.8,58.75,221,01/06/2006,01/06/2006,110194,2006,6,2,matched (3),Wales,Wales,matched (3)
201911,11,610231,146.325,200,144,120,382,01/11/2019,01/11/2019,127910,2019,11,4,matched (3),Wales,Wales,matched (3)
201003,11,610231,102.483,141,100.915,80.5,266,01/03/2010,01/03/2010,102189,2010,3,1,matched (3),Wales,Wales,matched (3)
201907,11,610231,151.325,200,144,120,378,01/07/2019,01/07/2019,128486,2019,7,3,matched (3),Wales,Wales,matched (3)
201804,11,610231,152.4314,200,144,120,363,01/04/2018,01/04/2018,126219,2018,4,2,matched (3),Wales,Wales,matched (3)
201510,11,610231,138.8286,220,120,120,333,01/10/2015,01/10/2015,114195,2015,10,4,matched (3),Wales,Wales,matched (3)
200502,11,610231,86.37363,105.75,85,70.49,205,01/02/2005,01/02/2005,108851,2005,2,1,matched (3),Wales,Wales,matched (3)
200806,11,610231,103.6755,149.99,90,70.5,245,01/06/2008,01/06/2008,101446,2008,6,2,matched (3),Wales,Wales,matched (3)
202205,11,610231,116.375,172.8,116.375,59.95,412,01/05/2022,01/05/2022,127155,2022,5,2,matched (3),Wales,Wales,matched (3)
202001,11,610231,151.325,200,144,120,384,01/01/2020,01/01/2020,127661,2020,1,1,matched (3),Wales,Wales,matched (3)
201409,11,610231,104.59,135,120,69.95,320,01/09/2014,01/09/2014,111704,2014,9,3,matched (3),Wales,Wales,matched (3)
201807,11,610231,142.325,200,132,120,366,01/07/2018,01/07/2018,124520,2018,7,3,matched (3),Wales,Wales,matched (3)
201401,11,610231,103.1583,135,108,69.95,312,01/01/2014,01/01/2014,113219,2014,1,1,matched (3),Wales,Wales,matched (3)
202005,11,610231,140,140,140,140,388,01/05/2020,01/05/2020,85259,2020,5,2,matched (3),Wales,Wales,matched (3)
201607,11,610231,117.6057,219.29,120,29,342,01/07/2016,01/07/2016,115033,2016,7,3,matched (3),Wales,Wales,matched (3)
201904,11,610231,146.325,200,144,120,375,01/04/2019,01/04/2019,128853,2019,4,2,matched (3),Wales,Wales,matched (3)
202107,11,610231,140.6875,191.4,148.9,89.975,402,01/07/2021,01/07/2021,122056,2021,7,3,matched (3),Wales,Wales,matched (3)
202012,11,610231,140.6875,191.4,148.9,89.975,395,01/12/2020,01/12/2020,94790,2020,12,4,matched (3),Wales,Wales,matched (3)
200503,11,610231,86.37363,105.75,85,70.49,206,01/03/2005,01/03/2005,109174,2005,3,1,matched (3),Wales,Wales,matched (3)
201511,11,610231,139.5429,220,120,120,334,01/11/2015,01/11/2015,114300,2015,11,4,matched (3),Wales,Wales,matched (3)
202004,11,610231,150.6267,167.88,144,140,387,01/04/2020,01/04/2020,74251,2020,4,2,matched (3),Wales,Wales,matched (3)
200412,11,610231,76.4525,96.56,80,52.875,203,01/12/2004,01/12/2004,106782,2004,12,4,matched (3),Wales,Wales,matched (3)
200802,11,610231,104.467,149.99,92,70.5,241,01/02/2008,01/02/2008,100511,2008,2,1,matched (3),Wales,Wales,matched (3)
201405,11,610231,112.1583,144,127.5,69.95,316,01/05/2014,01/05/2014,111915,2014,5,2,matched (3),Wales,Wales,matched (3)
202101,11,610231,140.6875,191.4,148.9,89.975,396,01/01/2021,01/01/2021,94079,2021,1,1,matched (3),Wales,Wales,matched (3)
200607,11,610231,71.80333,76,65.8,58.75,222,01/07/2006,01/07/2006,107021,2006,7,3,matched (3),Wales,Wales,matched (3)
200403,11,610231,74.411,99.99,85,47,194,01/03/2004,01/03/2004,105011,2004,3,1,matched (3),Wales,Wales,matched (3)
200803,11,610231,104.467,149.99,92,70.5,242,01/03/2008,01/03/2008,105118,2008,3,1,matched (3),Wales,Wales,matched (3)
201008,11,610231,101.7764,118.38,111,82.25,271,01/08/2010,01/08/2010,108091,2010,8,3,matched (3),Wales,Wales,matched (3)
200906,11,610231,109.9425,141.45,103.9,90,257,01/06/2009,01/06/2009,99984,2009,6,2,matched (3),Wales,Wales,matched (3)
201908,11,610231,151.325,200,144,120,379,01/08/2019,01/08/2019,127479,2019,8,3,matched (3),Wales,Wales,matched (3)
201611,11,610231,117.8629,220,120,29,346,01/11/2016,01/11/2016,114503,2016,11,4,matched (3),Wales,Wales,matched (3)
201610,11,610231,117.8629,220,120,29,345,01/10/2016,01/10/2016,114629,2016,10,4,matched (3),Wales,Wales,matched (3)
201007,11,610231,101.7764,118.38,111,82.25,270,01/07/2010,01/07/2010,107229,2010,7,3,matched (3),Wales,Wales,matched (3)
202112,11,610231,120.9167,172.8,135,54.95,407,01/12/2021,01/12/2021,123086,2021,12,4,matched (3),Wales,Wales,matched (3)
201902,11,610231,146.325,200,144,120,373,01/02/2019,01/02/2019,124018,2019,2,1,matched (3),Wales,Wales,matched (3)
201307,11,610231,90.9875,120,82.975,61.975,306,01/07/2013,01/07/2013,110722,2013,7,3,matched (3),Wales,Wales,matched (3)
201704,11,610231,154.1767,220,132,120,351,01/04/2017,01/04/2017,116889,2017,4,2,matched (3),Wales,Wales,matched (3)
202110,11,610231,120.9167,172.8,135,54.95,405,01/10/2021,01/10/2021,123103,2021,10,4,matched (3),Wales,Wales,matched (3)
201707,11,610231,133.8171,200,120,75,354,01/07/2017,01/07/2017,117692,2017,7,3,matched (3),Wales,Wales,matched (3)
200911,11,610231,105.7364,138,101.9,85,262,01/11/2009,01/11/2009,104223,2009,11,4,matched (3),Wales,Wales,matched (3)
200811,11,610231,107.9182,159.99,90,70.5,250,01/11/2008,01/11/2008,104756,2008,11,4,matched (3),Wales,Wales,matched (3)
201104,11,610231,112.7975,120.665,118.8,94.725,279,01/04/2011,01/04/2011,110135,2011,4,2,matched (3),Wales,Wales,matched (3)
201202,11,610231,114.278,130,115,99.45,289,01/02/2012,01/02/2012,109908,2012,2,1,matched (3),Wales,Wales,matched (3)
201506,11,610231,140.4286,229,120,120,329,01/06/2015,01/06/2015,116584,2015,6,2,matched (3),Wales,Wales,matched (3)
201309,11,610231,103.1583,135,108,69.95,308,01/09/2013,01/09/2013,111942,2013,9,3,matched (3),Wales,Wales,matched (3)
201407,11,610231,112.1583,144,127.5,69.95,318,01/07/2014,01/07/2014,110263,2014,7,3,matched (3),Wales,Wales,matched (3)
201706,11,610231,133.8157,200,120,75,353,01/06/2017,01/06/2017,117390,2017,6,2,matched (3),Wales,Wales,matched (3)
201805,11,610231,141.5,200,132,120,364,01/05/2018,01/05/2018,126941,2018,5,2,matched (3),Wales,Wales,matched (3)
201402,11,610231,112.1583,144,127.5,69.95,313,01/02/2014,01/02/2014,108434,2014,2,1,matched (3),Wales,Wales,matched (3)
201507,11,610231,140.4286,229,120,120,330,01/07/2015,01/07/2015,114886,2015,7,3,matched (3),Wales,Wales,matched (3)
201605,11,610231,117.2067,219.29,105,29,340,01/05/2016,01/05/2016,116741,2016,5,2,matched (3),Wales,Wales,matched (3)
201108,11,610231,109.865,120.665,120,94.725,283,01/08/2011,01/08/2011,111624,2011,8,3,matched (3),Wales,Wales,matched (3)
201504,11,610231,136.7557,213.29,120,120,327,01/04/2015,01/04/2015,115935,2015,4,2,matched (3),Wales,Wales,matched (3)
200405,11,610231,73.23444,99.99,85,47,196,01/05/2004,01/05/2004,107319,2004,5,2,matched (3),Wales,Wales,matched (3)
201006,11,610231,101.1809,118.38,104.45,82.25,269,01/06/2010,01/06/2010,106532,2010,6,2,matched (3),Wales,Wales,matched (3)
202207,11,610231,161.4,172.8,161.4,150,414,01/07/2022,01/07/2022,127040,2022,7,3,matched (3),Wales,Wales,matched (3)
201011,11,610231,103.045,119.19,106.265,86.125,274,01/11/2010,01/11/2010,109784,2010,11,4,matched (3),Wales,Wales,matched (3)
200506,11,610231,88.811,105.75,91.565,70.49,209,01/06/2005,01/06/2005,114133,2005,6,2,matched (3),Wales,Wales,matched (3)
